"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.081679,1.4709,-0.37439,0.26337,2.4113,0.84578,1.6365
-0.088796,-0.21344,0.23617,1.3801,-0.077548,0.565,0.78543
-0.083716,-1.8368,0.18543,2.8283,-2.7225,-0.72024,-0.022688
-0.091096,-0.12113,2.4678,-0.041936,-0.15337,2.6239,0.17848
-0.08229,0.12748,1.3181,-1.6978,-0.22606,-0.44193,0.47671
-0.07266,0.12988,-0.57477,-0.48255,-0.015387,-0.67503,0.53212
-0.1084,-0.10063,-0.88302,-1.1152,-0.045262,2.4083,-2.7452
-0.10517,-0.03911,-1.9212,-0.38956,-0.13378,0.0043846,-1.2745
-0.087691,-0.075309,-0.63802,-0.338,-0.16744,-1.7147,0.06198
-0.079469,0.011789,0.25242,-0.487,0.051275,0.5467,-0.37636
-0.076732,-0.31695,0.046612,-0.027183,-0.5049,-0.12131,0.45854
-0.07579,0.55446,-0.35768,-0.13686,1.6062,-0.46343,-0.055135
-0.090988,0.37175,0.40719,0.027935,0.7857,0.29068,0.26163
2.1372,-0.11553,-0.60336,0.76287,2.5453,-0.42379,3.0114
1.7928,-0.11712,0.41352,2.0549,-0.48937,-0.16083,1.3896
-0.67686,0.013523,0.92427,2.4647,-2.8659,0.40756,-0.42207
0.57978,0.038583,3.8971,-0.97592,-0.014347,0.60226,-0.078477
-0.35484,0.028239,-0.032702,-1.8625,-0.18698,0.18707,-0.15871
-0.039072,-0.15842,-0.22868,-0.69653,-0.030208,0.34021,0.32426
-1.8613,-0.15836,-0.47852,-0.93388,-0.10789,-0.19839,-2.3221
-1.911,-0.047222,-2.591,-0.15784,-0.03832,-0.93332,-1.6272
0.10737,-0.1333,-0.42515,-0.38016,-0.16276,0.10848,0.23306
-0.31353,0.043755,-1.2833,-0.33085,0.13001,-0.1254,0.038926
-0.042362,-0.0031334,0.095077,-0.12812,-0.61057,0.40248,-0.21123
0.11863,0.015835,-0.21776,-0.019262,1.5207,-0.11733,-0.18684
0.97214,-0.015739,0.51688,0.084277,1.0956,-0.24092,0.58927
2.6099,0.31741,-0.58536,0.22987,2.3536,0.040935,2.0546
1.8023,-0.92623,0.56515,2.7211,-0.49915,0.049392,1.4844
-0.88716,-0.7111,1.0307,1.9305,-2.5952,0.040358,-0.94251
0.18178,0.21507,2.5485,-0.70491,-0.013812,0.041651,0.9535
0.34105,0.072663,0.77951,-1.8272,-0.25865,0.03716,-1.0396
-0.26766,-0.38437,-1.8756,-1.2835,0.043221,0.037824,0.79222
-2.273,-0.28581,-0.70002,0.12785,-0.064084,0.037169,-1.015
-1.5753,-0.16127,-1.1874,-0.7037,-0.1226,0.041088,-2.7412
0.064025,-0.25244,-0.818,-0.47193,-0.18998,0.035194,0.22774
-0.25621,0.22722,0.046959,0.044735,0.090413,0.029309,-0.51608
-0.027082,-0.658,-0.033725,-0.37633,-0.54218,0.046373,0.061951
-0.00093357,1.6204,0.0080183,0.043134,1.4852,0.060125,0.35424
0.8284,1.358,0.076239,-0.10384,0.8742,0.047688,0.63506
2.1171,3.6822,-0.25657,-0.025855,-0.080062,1.5313,2.0036
0.72524,1.3553,-0.60454,-0.0096004,-0.073423,0.77901,0.52841
-1.1612,1.116,0.31403,-0.006699,-0.073768,0.040515,-1.6192
0.37724,3.9969,-0.22241,-0.038167,-0.086472,-0.65756,-0.44552
-0.97764,-1.2266,0.56775,-0.069256,-0.079058,-0.84715,-0.91987
-0.44198,-1.6238,0.33608,-0.070829,-0.079312,0.020028,0.035777
-0.50973,-2.1966,-0.30566,-0.0038151,-0.083273,-1.208,-0.16958
-0.57339,-3.4206,0.88253,0.0019661,-0.061445,0.21227,0.21813
-0.10483,-1.0325,-0.43845,-0.025802,-0.084948,0.66238,0.37014
-0.080861,-0.55994,-0.71393,-0.086545,-0.09619,1.1537,-0.093267
-0.14756,-0.75451,-0.2294,-0.016385,-0.048206,0.83032,-0.18052
0.12143,0.85514,-0.32027,0.043569,-0.069473,0.98531,0.89285
0.43593,2.7407,0.32654,-0.051421,-0.095742,-0.29154,0.49768
-0.36798,-1.6551,0.0021382,-0.028462,-0.80496,0.05739,-0.012488
-0.3642,-0.75025,0.0021382,-0.028462,-1.2764,-1.6219,-0.54976
-0.040569,-0.15919,0.0021382,-0.028462,0.15737,-0.56141,-0.084039
-0.11725,-0.25987,0.0021382,-0.028462,-0.24256,-0.2782,-0.21249
-0.069552,-0.11724,0.0021382,-0.028462,-0.0028983,1.2177,0.12035
-0.098402,-0.035185,0.0021382,-0.028462,-0.11337,-0.53319,-0.257
-0.080744,-0.065019,0.0021382,-0.028462,-0.060726,0.080304,-0.26768
-0.091765,-0.049455,0.0021382,-0.028462,-0.086618,0.12157,0.41937
-0.084587,-0.058461,0.0021382,-0.028462,-0.072428,-2.3581,-0.1854
-0.089744,-0.052941,0.0021382,-0.028462,-0.083145,-0.13457,-0.17886
-0.085218,-0.056922,0.0021382,-0.028462,-0.069577,0.78153,0.052963
-0.090752,-0.052612,0.0021382,-0.028462,-0.09504,0.23139,0.092007
-0.079223,-0.061127,0.0021382,-0.028462,-0.02857,0.15268,0.00033127
2.6837,0.74701,0.078092,0.041726,1.9069,0.82106,1.937
1.2662,-1.1945,-0.26819,2.8534,-0.2368,0.094195,0.35478
-0.38543,-1.5043,3.23,1.5079,-2.0614,-1.922,-0.90045
0.42922,-0.48082,1.9326,-0.43903,-0.22775,-1.3361,0.9389
-0.53544,0.0036537,1.132,-1.2903,-0.34682,2.1733,0.21287
0.36487,0.094383,0.91868,-1.0681,-0.037396,0.78758,0.81493
-2.1907,-0.176,-2.8404,-0.72783,0.069218,-0.68215,-1.5912
-1.7853,0.11663,-2.3539,-0.81482,-0.1196,1.3701,-2.0384
0.067501,-0.37745,-1.4156,-0.13536,-0.316,-0.29118,0.1269
-0.22931,0.24523,-0.20747,-0.27231,0.19038,-0.18784,-0.39927
-0.065006,-0.82848,-0.30946,0.14067,-0.61649,-1.3913,0.12789
0.066962,2.0757,0.053501,-0.23802,1.4084,-0.78717,0.57668
0.79286,2.406,0.27597,0.14781,1.1377,1.5816,0.12454
1.9482,0.6126,-0.3108,-0.28444,2.2745,0.21641,1.0594
1.8197,-0.42826,0.071245,2.0301,-0.33999,1.1221,0.98564
-0.34746,-1.4639,0.18914,1.4685,-2.3742,-0.49313,-0.21308
0.05608,-0.26547,1.393,-0.84692,-0.33008,-0.44513,0.50581
0.10829,0.085591,1.085,-1.1987,-0.20949,1.1942,0.25594
-0.5247,-0.31357,-1.6974,-0.62898,0.015416,0.77849,-0.015052
-0.00043205,0.61552,-0.84025,-0.43702,-0.17489,0.35279,0.64661
-0.12194,0.86506,0.063249,-0.27242,0.076281,-1.5694,-0.26142
0.024417,1.1463,-0.10372,-0.48883,-0.16389,-0.10014,-0.31642
-0.28723,2.5228,0.19792,0.7325,0.13869,-1.1494,-1.9772
-1.1425,-0.13088,-0.11194,0.71077,0.21373,-4.4478,-1.6732
-0.55027,-2.7495,0.12402,0.94987,0.03959,-2.1781,-0.4829
-0.19601,-0.70027,0.11306,1.5051,0.21963,0.63112,-0.89907
2.2821,0.76222,-0.14017,0.61345,2.7331,-0.88506,1.2474
1.7738,-0.56895,-0.020814,3.6179,-0.78776,0.93472,1.2162
-2.3243,-0.8021,0.96249,-0.31223,-2.9576,1.1696,-2.1305
-1.615,-0.23001,-0.16661,-2.0398,0.05283,-2.2737,-1.0218
-0.027169,-0.29792,-0.33241,-0.44879,-0.30272,-0.26585,0.4758
-0.23327,0.050885,0.30047,-0.63916,0.013852,-0.39923,0.16456
-0.010016,-0.12129,-0.39962,-0.20204,-0.12741,-1.336,-0.30434
-0.12751,0.0052446,-0.32684,-0.51717,-0.027495,1.0717,-0.68789
-0.076016,-0.13666,-0.23295,-0.14886,-0.17221,0.67456,0.81472
-0.069236,0.08615,0.065963,-0.24144,0.1421,-0.3952,-0.12127
-0.15459,-0.34111,-0.0064861,0.10096,-0.62701,0.32371,-0.74197
0.14661,0.7187,-0.03284,-0.16412,1.5459,1.369,0.64371
0.57275,0.83749,0.14814,0.25236,1.1695,0.60484,0.51421
2.2617,0.92962,-0.21157,-0.77882,2.4675,0.65722,2.5651
1.3639,-0.63213,0.49456,3.7022,-0.43348,-1.2924,1.0241
-0.061344,-0.99874,3.5646,1.3831,-2.6124,-0.16327,-1.3491
-1.6944,0.22805,0.53033,-1.9989,-0.020037,2.0339,-0.90063
-2.0818,-0.21376,-2.5465,-0.67066,-0.30762,0.4751,-1.478
0.22741,-0.19426,-0.59852,-0.96377,-0.055883,0.45371,0.26342
-0.37976,-0.2296,-0.49817,-0.17953,-0.13354,0.59179,0.011261
0.074022,-0.1249,-0.44134,-0.81913,-0.07222,0.94749,-0.097872
-0.19734,-0.051127,-0.42723,-0.38743,-0.14328,-0.23949,-0.37017
0.017398,-0.020242,0.038409,-0.076322,0.084734,-1.3843,0.029494
-0.24102,-0.59131,-0.0098953,-0.15171,-0.46021,-0.53937,-0.010917
0.28781,1.5501,-0.03138,-0.16472,1.0006,-0.27008,0.47193
0.56812,0.847,0.16708,0.27648,0.93711,-0.044973,0.47434
2.6304,0.32873,0.018297,-0.35461,2.0621,0.3877,2.1512
1.5164,-0.95623,-0.11758,1.6768,-0.68515,0.082743,1.106
-0.96413,-0.62825,0.70261,0.95411,-2.3181,-1.2733,-0.81262
0.59638,-0.019345,0.6028,-0.57415,0.27001,0.59636,1.2083
-2.1311,-0.018455,-0.26579,-0.42485,-0.1519,1.5841,-1.8847
-1.7382,0.14059,-0.4203,-0.74526,-0.24287,-0.22332,-2.0104
0.15585,-0.32643,-0.34157,-0.61182,-0.19851,-0.99998,0.20592
-0.30054,-0.16817,0.45692,-0.32539,-0.024685,-0.12704,-0.67092
0.016282,-0.17794,-0.10824,-0.00034301,-0.14296,0.2606,0.012426
-0.11943,0.015015,-0.46952,-0.11634,0.076362,-1.4232,0.22447
-0.13229,-0.48119,-0.056426,-0.091114,-0.50899,0.42375,0.015696
0.15542,1.2875,-0.012954,-0.022051,1.3163,0.48382,0.1235
0.6773,1.0622,0.090038,0.030876,0.84144,-0.10587,0.48254
2.2992,1.1573,-0.67326,0.90067,2.4587,-1.1317,1.0362
1.1601,-1.7624,0.62754,1.9931,-0.063481,-1.4004,1.233
-0.61505,-1.7084,1.544,2.4862,-2.6791,-0.27846,-0.31905
0.93039,-0.38052,2.9889,-0.96318,-0.12535,0.48892,0.47005
-0.88422,-0.1673,1.5995,-1.9351,-0.30068,2.0203,0.48885
0.023292,-0.18988,-1.1488,-0.7662,-0.055418,0.18844,-0.31151
0.12519,0.45418,-0.70093,-0.92409,-0.086537,-0.26084,0.77174
0.0016285,0.0067152,-1.3097,-0.13409,-0.068087,1.5016,-0.19398
0.46615,-0.26784,-1.7045,-0.42853,0.038217,-1.551,-0.30703
-2.3301,1.1607,-0.51191,0.051736,0.011781,-1.5292,-1.5184
-2.0055,-1.1488,-0.42415,-0.10953,-0.5284,0.92288,-2.5489
0.24373,0.54574,-0.26964,-0.1977,1.076,0.95272,0.44576
0.6295,1.5143,0.28834,0.081439,0.62312,0.54362,1.1373
