"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.064161,4.4198,-1.041,0.23507,4.6688,0.87962,0.2775
-0.014447,2.1692,-1.041,0.62632,0.16285,0.26195,-0.62003
-0.0089598,-0.17145,0.67601,1.5719,-2.9012,-0.37565,-1.0592
-0.016406,-0.23146,2.0496,1.1806,-0.84649,-0.43542,-0.37178
0.031904,-0.11143,0.3326,0.49591,-0.12554,-0.35572,-0.27629
-0.0042981,-0.47153,-0.86933,0.56112,0.30704,-0.19632,-0.2572
-0.024501,-1.0417,1.0194,0.39809,0.054702,-0.11662,-0.12352
0.01628,-1.0717,2.5648,0.23507,-0.44997,-0.036924,0.14382
-0.022147,-0.86164,0.3326,-0.38441,-0.34182,0.002926,0.22021
-0.02262,-0.59156,-2.0713,-0.77567,-0.053441,0.002926,0.18202
0.02274,-0.41151,-2.0713,-1.4278,-0.23368,0.24203,0.7549
0.0063901,0.24867,-0.86933,-2.1451,0.48728,0.56083,1.3087
0.99658,-0.14729,-1.2127,-2.5037,0.52332,4.7451,2.2062
3.9508,-0.59955,-1.2127,-1.4278,2.3618,3.8285,4.7269
3.658,-0.019924,-0.010807,-0.025764,0.054702,-0.53505,3.0274
0.54469,-0.069607,-0.010807,-0.025764,-3.2977,0.50105,0.37298
-0.18436,-0.022062,-0.010807,-0.025764,-0.88254,0.78,0.067438
-0.02673,0.016622,-0.010807,-0.025764,-0.19763,0.44128,-0.52455
-0.7952,-0.024663,-0.010807,-0.025764,0.018654,0.1424,-0.48635
-3.9676,-0.10719,-0.010807,-0.025764,0.054702,-0.19632,-3.6754
-3.672,-0.070359,-0.010807,-0.025764,-0.053441,-0.036924,-3.5036
-0.55875,0.098778,-0.010807,-0.025764,-0.089489,-0.15647,-0.2572
-0.066138,0.039318,-0.010807,-0.025764,-0.017394,-1.0332,0.010149
-0.0070253,-0.11816,-0.010807,-0.025764,-0.017394,-0.71437,-0.04714
0.84026,-0.077052,-0.010807,-0.025764,1.2443,0.24203,0.71671
0.62351,0.53926,1.7062,1.1806,1.2803,-4.3415,-0.31449
1.6087,2.5515,0.67601,0.65893,1.5327,-4.5937,-1.3075
0.50529,2.0492,-0.35422,0.4307,0.16285,-0.002339,-1.4603
-1.938,0.06862,1.0194,1.6045,-1.964,-0.079927,-1.5366
-0.63756,-0.3815,0.67601,1.4414,-0.59416,-0.020232,-0.46726
0.091496,-0.26147,1.8779,1.7349,-0.34182,0.048154,-0.066236
0.032383,-0.50154,0.50431,1.2132,-0.12554,-0.0014871,0.22021
-0.51934,-1.4618,-1.2127,-0.18879,0.23494,0.035677,0.2393
-0.53904,-1.1917,-0.18251,-0.71046,-0.48601,0.015454,0.48755
-0.12525,-0.59156,0.50431,-0.77567,-0.59416,-0.012535,0.43027
-0.02673,-0.32149,-0.52592,-1.2647,-0.19763,0.0098243,0.29659
-0.0070253,-0.20145,-1.2127,-1.2647,-0.089489,-0.021223,0.46846
0.64322,0.27868,-0.86933,-0.93869,0.99194,0.033774,1.0222
0.42647,0.66879,-0.010807,-1.9485,-0.17622,0.0014699,0.52575
0.97819,2.2592,-0.35422,-1.5625,-1.2203,-0.033614,-0.71551
0.091496,1.9591,-0.010807,-0.021417,-0.015707,0.002926,-1.3266
-1.1302,-0.56155,2.0496,-0.033132,0.026217,0.002926,-0.98285
0.32795,-0.3515,1.5345,-0.087545,0.075981,0.002926,-0.12352
0.052088,0.06862,2.0496,0.020722,-0.064395,0.002926,-0.18081
-0.57845,0.30869,0.3326,0.0098004,-0.028174,0.002926,-0.12352
-0.46022,-0.65158,-1.041,-0.063771,0.036412,0.002926,-0.04714
-0.30259,-1.7319,-0.69762,-0.010232,-0.057053,0.002926,-0.066236
-0.12525,-1.2517,-1.041,-0.0017986,-0.033894,0.002926,0.010149
-0.0070253,-0.86164,-0.69762,0.028587,-0.085357,0.002926,0.50665
-0.0070253,-0.3815,-1.2127,-0.11775,0.021839,0.002926,0.79309
0.72203,0.3387,-0.86933,-0.065342,0.048883,0.002926,1.4424
0.5644,0.42872,-0.69762,1.4149,1.4008,0.81985,0.54484
-0.61786,-0.3815,-0.69762,0.87775,0.35083,1.0191,-0.69641
-0.53904,-0.41151,-0.69762,-0.87348,-1.243,0.5409,0.048341
-0.12525,-0.20145,-0.52592,-0.41702,-0.37787,0.83977,0.2584
-0.046434,-0.17145,-0.18251,-0.254,-0.23368,0.6206,-0.16172
-0.0070253,-0.11143,-0.18251,-0.41702,0.018654,0.20218,0.029245
