"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.087814,3.6019,-2.0729,-1.0439,3.3991,1.1623,-0.77386
-0.079695,1.5157,-0.88516,-0.41541,-0.25036,-0.19037,-1.0339
0.040689,0.22719,0.64192,0.93126,-2.6955,-1.7686,-0.74136
0.072983,1.6998,0.8116,1.7393,-0.90727,-1.9376,-0.091363
-0.014631,1.393,1.3206,1.2605,-0.14088,-1.2613,0.0061363
-0.1083,-0.90792,0.30257,0.84149,0.0051042,-0.47219,0.0061363
-0.026835,-1.9203,-1.2245,1.021,0.041599,-0.24674,-0.026363
0.007301,-1.5522,-0.71549,0.12326,0.44304,-0.13401,0.0061363
0.0048501,-1.3681,-0.036783,-0.35555,0.26057,0.035079,0.16864
0.06384,-0.96928,1.4903,-0.26578,0.22407,0.26053,0.33113
-0.0074759,-0.60113,0.8116,-0.83437,0.11459,0.20417,0.68863
0.020558,0.22719,-0.88516,-0.62489,0.47954,0.37326,1.1436
0.58488,-0.56001,-2.0729,-3.3182,0.47954,1.4442,-0.25386
2.6832,-1.0697,-1.7335,-3.2285,1.1729,1.8951,-0.15636
1.5562,-0.093311,-0.036783,-0.026368,-0.54232,0.88053,0.071136
-0.34805,-0.0087769,-0.036783,-0.026368,-2.4401,-0.3031,-0.57886
0.24937,0.0080535,-0.036783,-0.026368,-0.46933,-0.3031,0.46113
0.36139,-0.038327,-0.036783,-0.026368,-0.14088,0.26053,0.20113
-0.012,0.045607,-0.036783,-0.026368,-0.17737,0.48599,-0.15636
-2.5884,-0.025342,-0.036783,-0.026368,-0.031391,0.54235,0.13614
-2.4763,-0.017871,-0.036783,-0.026368,-0.031391,0.82417,-0.12386
-0.23603,-0.015727,-0.036783,-0.026368,-0.031391,0.26053,-0.61136
-0.012,0.015614,-0.036783,-0.026368,-0.031391,-0.58492,-0.44886
-0.012,0.03748,-0.036783,-0.026368,-0.031391,-0.9231,-0.15636
0.80945,-0.11213,-0.036783,-0.026368,1.3554,-1.4304,0.42863
1.2575,0.4098,0.8116,1.44,1.4649,-2.0706,3.2236
4.7673,2.1941,0.30257,1.051,1.4649,-1.3982,3.5161
2.079,1.8532,-0.88516,-0.08622,-0.17737,0.12454,-1.4889
-3.5965,0.31923,-0.37613,1.021,-2.1116,0.21493,-3.3413
-2.0283,0.10448,0.98127,1.1108,-0.6518,-0.037503,-1.3914
-1.2068,-0.079593,1.66,0.78163,-0.14088,0.12251,-0.57886
-0.31071,0.012443,2.3387,0.18311,0.041599,0.10714,-0.38386
-0.68409,-1.092,1.9993,0.60208,0.15108,-0.12537,-0.25386
-1.0575,-1.6135,-1.3942,0.36267,-0.35984,-0.1233,0.33113
-0.16135,-0.84656,-0.036783,0.0035576,-0.32335,0.0043894,0.52613
-0.012,-0.66249,0.64192,-0.23585,-0.21387,0.059694,0.81863
-0.012,-0.41706,-1.2245,-1.1636,-0.46933,0.12546,0.94863
1.3695,0.31923,-0.71549,-1.1636,0.735,0.10481,2.4111
0.54808,0.56466,-1.9032,-2.4966,-0.16894,1.5837,0.65613
1.2202,1.7611,-1.5639,-1.8509,-1.1416,1.834,-2.1063
0.84679,1.5771,0.8116,0.0080043,-0.054196,0.37326,-1.7489
-1.6922,-0.11027,1.4903,0.037093,-0.0024243,-0.58492,-1.3589
-0.94546,-0.17163,1.66,-0.027177,-0.035692,-0.97946,0.038636
-0.64676,0.47262,-0.036783,-0.069806,-0.018328,-0.52856,-0.026363
-0.049338,0.31923,-0.036783,-0.089265,-0.046804,-0.47219,-0.35136
-0.23603,-1.1533,0.8116,0.010158,-0.012582,-0.35946,-0.15636
-0.46006,-1.4908,-0.37613,0.036926,0.014775,-0.13401,0.071136
-0.086677,-0.81588,0.8116,-0.013182,-0.055745,0.091443,0.23363
-0.012,-0.53977,0.13289,-0.02815,-0.058513,0.035079,0.52613
-0.012,-0.53977,-1.5639,-0.078572,0.051988,0.091443,1.0461
0.9588,0.28855,-0.71549,-0.027875,0.034985,0.82417,1.9561
