"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.09637,2.8654,-0.35759,-0.31994,3.0734,0.9613,-1.3526
-0.069399,1.8,-0.53701,0.48384,-0.51795,0.2673,-1.2042
-0.016021,0.23316,-0.53701,1.6734,-2.3329,-1.1741,-0.58116
0.024905,0.57786,0.71894,1.2233,-0.47933,-1.1741,-0.076769
0.0061619,0.6092,0.89837,0.67675,-0.28625,-0.58686,-0.047099
-0.057862,-0.95762,0.3601,0.83751,0.37023,-0.69363,0.071582
0.033589,-1.4277,0.89837,0.35524,0.21577,-0.26655,0.071582
0.026101,-0.73827,1.0778,-0.38424,-0.28625,0.2673,0.45729
0.042098,-0.70693,0.53952,-0.57715,-0.13178,0.21391,0.54631
0.00904,-0.73827,0.18068,-0.80221,-0.054549,0.10714,0.30894
-0.095556,-0.33089,-0.71643,-0.51285,-0.015933,0.80114,0.57598
-0.0026885,-0.017531,-1.6135,-0.6093,0.9881,0.90791,0.66499
0.48642,-0.21856,-2.3312,-2.5705,0.9881,0.00037332,-0.3438
2.2506,-0.36563,-1.6135,-1.8632,1.3356,-0.48009,0.13092
1.9306,-0.0029821,0.0012547,0.0015738,-0.6338,1.7621,1.0507
0.38138,-0.04593,0.0012547,0.0015738,-2.3329,2.5628,-0.22512
0.12317,-0.014258,0.0012547,0.0015738,-0.47933,0.9613,-0.90754
-0.29642,-0.022152,0.0012547,0.0015738,-0.28625,-0.21317,-0.67017
-0.71601,-0.0062644,0.0012547,0.0015738,0.022684,-0.4267,-0.3438
-1.9425,0.024518,0.0012547,0.0015738,0.099917,0.00037332,-0.52182
-1.7811,-0.027554,0.0012547,0.0015738,-0.093166,-0.74701,-0.37347
-0.42553,-0.067886,0.0012547,0.0015738,-0.093166,-1.3342,0.13092
-0.070489,-0.027861,0.0012547,0.0015738,-0.093166,-1.1207,0.071582
-0.0059369,0.0085719,0.0012547,0.0015738,-0.054549,-0.8004,0.16059
0.44593,-0.092805,0.0012547,0.0015738,1.0267,-0.31993,0.66499
0.96235,0.56514,0.3601,0.35524,1.1039,-1.1021,2.9496
