"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.077672,4.2101,-1.8559,-0.30834,2.7658,0.37442,0.053101
0.02342,1.7554,-0.3866,0.6633,-0.26273,0.18944,-0.7331
-0.025939,-0.63792,0.89907,1.5344,-1.736,-0.057205,-1.0207
0.0024123,0.12917,1.0827,1.0989,-0.26273,-0.13942,-0.34958
-0.0082645,0.62011,0.7154,0.49578,-0.26273,-0.34495,-0.29206
-0.032427,0.43601,0.34807,0.29475,-0.30365,-0.42717,-0.31123
-0.0226,-0.97543,0.53174,0.22774,0.22838,-0.28329,-0.29206
-0.019409,-1.8346,0.53174,0.36176,0.06468,-0.098312,-0.23453
-0.0034654,-1.0368,-0.57027,-0.34184,-0.42643,0.025009,0.20651
-0.027563,-0.72997,-1.8559,-1.1125,-0.2218,0.12778,1.0694
-0.011911,-0.42313,-0.9376,-1.5815,-0.46735,0.78549,0.97353
0.049049,0.46669,-0.75394,-1.749,0.92412,1.0116,0.74342
0.66898,-0.28913,-0.9376,-1.749,1.4971,3.6424,1.7597
3.9526,-0.88114,-0.20293,-1.146,1.3334,3.1286,4.0224
3.5256,0.00057095,-0.019266,-0.040299,-0.63106,0.066116,3.543
0.20931,-0.0094295,-0.019266,-0.040299,-2.4727,0.80604,0.89682
-0.26445,-0.00062245,-0.019266,-0.040299,-0.99939,0.2922,0.18733
0.62385,-0.055129,-0.019266,-0.040299,-0.2218,-0.57104,-0.081127
0.28827,-0.069136,-0.019266,-0.040299,-0.017172,0.18944,-0.59887
-4.0743,0.023097,-0.019266,-0.040299,-0.017172,0.45663,-3.2643
-4.173,-0.025776,-0.019266,-0.040299,-0.017172,0.41553,-3.3793
-0.77769,-0.05735,-0.019266,-0.040299,-0.017172,-0.18053,-0.82897
-0.086791,0.026058,-0.019266,-0.040299,-0.017172,-0.77658,-0.71392
-0.0078302,0.033385,-0.019266,-0.040299,-0.017172,0.18944,-0.33041
0.84099,-0.0051376,-0.019266,-0.040299,1.538,-0.15997,1.1845
0.46593,0.74616,0.7154,1.0654,1.0469,-5.0547,-0.21536
1.6701,2.6239,0.7154,0.93134,1.6608,-4.541,-0.71392
0.95943,2.0009,-0.019266,0.42877,0.47394,0.0090343,-1.0974
-1.8634,0.037121,0.34807,1.0989,-1.9816,0.012553,-2.1521
-1.0738,-0.024246,0.53174,1.6014,-0.95846,0.0058877,-0.65639
-0.14601,-0.26971,0.89907,1.4674,-0.5492,0.0085615,-0.081127
0.26853,-0.54587,2.3684,1.0654,0.023754,-0.010951,-0.0044251
-0.44211,-0.94475,1.0827,0.96484,0.023754,-0.0024585,-0.023601
-0.63951,-1.1595,-0.3866,0.26124,0.06468,-0.005344,-0.1003
-0.10653,-0.91407,-0.75394,-0.37535,-0.13995,-0.010733,0.30238
-0.02757,-0.8527,0.34807,-1.3135,-0.058097,0.055999,0.53249
-0.0078302,-0.45382,-0.019266,-2.0506,-0.63106,0.014374,0.80095
0.90021,0.28259,-2.0396,-1.5145,0.71949,-0.0070616,1.5488
0.78177,0.098488,-2.0396,-2.3136,-0.046126,0.028104,0.8393
1.7688,1.7554,-1.1213,-1.9142,-1.4531,0.0072274,0.26403
0.86073,1.6327,-0.019266,-0.065879,-0.070347,0.0044556,-0.92485
