"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.063619,1.4972,-0.35765,-1.9027,2.3893,1.0626,0.92898
-0.067317,2.9557,-1.0636,0.86263,-0.17599,1.3102,-1.0603
-0.070958,-1.4256,0.60161,0.98703,-2.5126,-1.5715,-1.4681
-0.070188,-0.22623,1.3451,0.76726,-0.0002056,-1.7037,-0.61978
-0.060973,0.32354,-0.62783,1.8332,-0.40708,-0.3858,0.084547
-0.068491,-0.43954,2.658,0.43362,0.16226,-1.3757,0.16659
-0.070002,-0.18584,0.42247,0.29845,0.24073,-0.78512,-0.59611
-0.065175,-1.1992,-0.21186,0.36754,-0.35097,-0.39467,0.10855
-0.064243,-0.69569,-0.12743,0.21123,0.18595,-0.34447,-0.17142
-0.063081,-0.90297,0.11868,-0.65558,0.085382,-0.005192,0.39113
-0.070388,-0.35362,-0.13463,-1.1609,-0.74863,0.093086,0.28508
-0.063917,-0.001589,-0.93037,-1.0995,0.62671,0.24498,0.59362
-0.064172,0.75515,0.62576,-1.1622,0.61141,0.21424,1.1644
4.4771,-0.072703,0.036568,0.0095437,3.1783,-0.92298,4.245
2.4761,-0.04446,0.036568,0.0095437,-0.2446,2.2057,3.2202
-0.79359,-0.099185,0.036568,0.0095437,-3.3119,0.88071,-0.87666
0.26474,-0.11559,0.036568,0.0095437,0.051276,-0.95135,0.11244
-0.076658,-0.085067,0.036568,0.0095437,-0.28784,0.35807,-1.7907
0.73701,-0.095042,0.036568,0.0095437,0.06419,-0.58334,2.0714
-4.1201,-0.052134,0.036568,0.0095437,-0.06162,-1.1734,-2.9138
-2.8399,-0.053503,0.036568,0.0095437,-0.067613,0.43519,-4.1113
0.36314,-0.072068,0.036568,0.0095437,-0.051206,-0.43464,0.62074
-0.34595,-0.076409,0.036568,0.0095437,0.022527,-0.33718,-0.97846
0.0439,-0.10706,0.036568,0.0095437,-0.26392,-1.0362,0.18723
0.11931,-0.07382,0.036568,0.0095437,0.79656,-2.2626,0.30501
1.4615,-0.055388,0.036568,0.0095437,0.56842,1.118,1.1683
2.4924,3.3937,-1.3175,-1.1929,2.204,-0.15413,1.466
0.76516,1.6708,1.0995,0.31139,-0.62516,-0.16648,-0.89711
-1.4353,-1.831,0.61392,1.7451,-2.1896,-0.14933,-1.398
-0.71312,0.73268,-0.82404,1.327,0.28581,-0.15793,0.11214
-0.65978,-0.26741,1.0673,0.91999,-0.31391,-0.15698,-0.45334
0.10045,0.23955,1.7693,1.706,0.0072504,-0.1718,-0.14843
-0.64618,-0.4501,-0.45997,1.4428,0.034652,-0.15099,-0.22351
-0.39449,-1.6859,-2.1033,-1.012,-0.26473,-0.13392,-0.12251
-0.080827,-0.94078,1.3654,-0.71702,-0.21031,-0.17414,-0.10559
